Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Time,st_Road_Class,st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,nd_Road_Class,nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards
2.01805E+12,342257,389349,5,3,4,1,22/06/2018,6,1,1,6,30,6,4,2,2,0,0,1,1,1,0,0
2.01805E+12,329920,407275,5,3,1,1,14/06/2018,5,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,334332,390500,5,3,1,1,06/06/2018,4,1,1,2,20,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,334838,391941,5,3,1,1,05/06/2018,3,1,1,3,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,339857,402327,5,3,2,1,19/06/2018,3,1,1,6,40,1,4,2,2,0,0,1,1,1,0,0
2.01805E+12,335982,395482,5,3,1,1,22/06/2018,6,1,1,6,30,5,4,2,2,0,0,1,1,1,0,0
2.01805E+12,335914,415891,5,3,2,2,23/06/2018,7,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,333043,396289,5,3,2,2,21/06/2018,5,1,1,3,40,3,2,2,2,0,0,1,1,1,0,0
2.01805E+12,334806,417524,5,3,1,1,22/06/2018,6,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,332404,402734,5,3,4,3,22/06/2018,6,1,1,6,50,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,341044,396994,5,2,1,1,22/06/2018,6,1,1,3,70,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,339770,391766,5,3,2,2,24/06/2018,1,1,1,3,30,3,2,2,2,0,5,4,1,1,0,0
2.01805E+12,353837,394622,5,2,2,1,24/06/2018,1,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,335615,416843,5,3,2,1,23/06/2018,7,1,1,6,30,3,4,2,2,0,0,1,1,1,0,0
2.01805E+12,337773,395567,5,2,2,2,24/05/2018,5,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,335180,389677,5,3,2,1,20/06/2018,4,1,1,6,30,6,2,2,2,0,0,1,1,1,0,0
2.01805E+12,334560,389317,5,3,2,1,25/06/2018,2,1,1,3,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,333572,394505,5,2,2,1,25/06/2018,2,1,1,6,30,3,4,2,2,0,0,1,1,1,0,0
2.01805E+12,336882,400019,5,2,2,1,24/06/2018,1,1,1,3,40,6,2,2,2,0,0,1,1,1,4,0
2.01805E+12,329114,382323,5,3,2,1,25/06/2018,2,1,1,6,50,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,338125,393720,5,3,3,1,02/06/2018,7,1,1,3,40,6,2,2,2,0,0,4,1,1,0,0
2.01805E+12,343611,391657,5,3,2,1,11/05/2018,6,1,1,6,30,0,0,2,2,0,0,4,1,1,0,0
2.01805E+12,346998,392849,5,2,1,1,16/06/2018,7,1,1,2,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,337557,419927,5,3,2,1,22/06/2018,6,1,1,6,20,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,338733,390762,5,3,2,3,26/06/2018,3,1,1,3,30,6,2,2,2,0,0,1,1,1,0,0
2.01805E+12,341478,390388,5,2,1,1,15/06/2018,6,1,1,3,30,0,0,2,2,0,5,1,1,1,0,0
2.01805E+12,339035,397396,5,2,1,1,22/06/2018,6,1,1,3,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,353298,389224,5,3,2,1,20/06/2018,4,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,334339,395225,5,3,2,1,19/06/2018,3,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,335549,394128,5,2,1,1,23/06/2018,7,1,1,6,20,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,337085,390862,5,3,2,1,16/05/2018,4,1,1,6,20,3,4,2,2,0,0,1,1,1,0,0
2.01805E+12,329930,389858,5,2,1,1,27/06/2018,4,1,1,6,30,0,0,2,2,0,4,1,1,1,0,0
2.01805E+12,335108,393205,5,3,3,2,27/06/2018,4,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,331745,388973,5,3,1,5,26/06/2018,3,1,1,6,30,0,0,2,2,0,1,1,1,1,0,0
2.01805E+12,343970,384301,5,3,2,1,28/06/2018,5,1,1,6,30,3,4,2,2,0,0,1,1,1,0,0
2.01805E+12,334131,396204,5,3,1,1,27/06/2018,4,1,1,6,30,0,0,2,2,2,4,1,1,1,0,0
2.01805E+12,351880,392218,5,3,1,1,23/06/2018,7,1,1,6,30,0,0,2,2,0,0,4,1,1,0,0
2.01805E+12,343423,388496,5,3,2,1,26/06/2018,3,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,341977,398128,5,3,2,1,28/06/2018,5,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,342209,391854,5,2,1,1,28/06/2018,5,1,1,3,40,6,4,2,2,0,0,4,1,1,0,0
2.01805E+12,331633,386360,5,3,2,2,24/06/2018,1,1,1,6,30,3,2,2,2,0,0,4,1,1,0,0
2.01805E+12,331324,385500,5,3,2,1,28/06/2018,5,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,350485,395092,5,3,2,1,25/06/2018,2,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,333428,415425,5,3,2,1,29/06/2018,6,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,334418,392561,5,3,2,2,26/06/2018,3,1,1,6,30,6,2,2,2,0,0,4,1,1,0,0
2.01805E+12,328815,392209,5,3,2,1,29/06/2018,6,1,1,6,20,3,4,2,2,0,0,1,1,1,0,0
2.01805E+12,333762,417643,5,3,2,2,28/06/2018,5,1,1,6,20,6,4,2,2,0,0,1,1,1,0,0
2.01805E+12,336091,393877,5,2,2,1,29/06/2018,6,1,1,3,30,3,2,2,2,0,5,1,1,1,0,0
2.01805E+12,354905,396917,5,3,2,1,30/06/2018,7,1,1,6,30,3,4,2,2,0,0,1,1,1,0,0
2.01805E+12,340308,385803,5,3,1,1,30/06/2018,7,1,1,6,20,1,4,2,2,0,0,1,1,1,0,0
2.01805E+12,338076,393780,5,3,2,1,30/06/2018,7,1,1,3,40,6,2,2,2,0,1,1,1,1,0,0
2.01805E+12,329932,393124,5,3,1,1,30/06/2018,7,1,1,6,30,1,4,2,2,0,0,1,1,1,0,0
2.01805E+12,331762,387319,5,2,1,1,28/06/2018,5,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,342950,382914,5,3,2,1,29/06/2018,6,1,1,3,30,9,4,2,2,0,0,1,1,1,0,0
2.01805E+12,338139,394201,5,2,2,1,29/06/2018,6,1,1,6,30,9,4,2,2,0,0,1,1,1,0,0
2.01805E+12,333800,417271,5,2,2,4,30/06/2018,7,1,1,6,30,6,2,2,2,0,5,1,1,1,0,0
2.01805E+12,335977,415664,5,3,2,1,25/06/2018,2,1,1,6,30,1,4,2,2,0,0,1,1,1,0,0
2.01805E+12,336379,391784,5,3,2,1,30/06/2018,7,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,339640,388092,5,3,2,1,26/06/2018,3,1,1,3,30,0,0,2,2,0,4,1,1,1,0,0
2.01805E+12,341745,393083,5,3,2,1,27/06/2018,4,1,1,3,30,6,2,2,2,0,5,1,1,1,0,0
2.01805E+12,327903,381135,5,3,2,2,27/06/2018,4,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,349730,394158,5,2,3,1,02/05/2018,4,1,1,6,20,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,334740,389579,5,2,1,1,27/05/2018,1,1,1,6,30,0,0,2,2,0,0,4,1,1,0,0
2.01805E+12,336416,417450,5,3,2,1,28/06/2018,5,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,339912,394370,5,2,1,1,26/06/2018,3,1,1,3,30,1,4,2,2,0,0,1,1,1,0,0
2.01805E+12,330394,391477,5,3,1,1,28/06/2018,5,1,1,6,30,6,2,2,2,0,0,1,1,1,0,0
2.01805E+12,331314,387319,5,2,2,1,28/06/2018,5,1,1,6,30,3,2,2,2,0,0,1,1,1,0,0
2.01805E+12,335016,382222,5,2,1,2,28/06/2018,5,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,338327,394271,5,3,1,2,30/06/2018,7,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,337422,402545,5,3,2,1,30/06/2018,7,1,1,6,30,6,2,2,2,0,5,1,1,1,0,0
2.01805E+12,337146,403418,5,3,2,1,26/06/2018,3,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,330394,391467,5,3,1,1,30/06/2018,7,1,1,6,30,3,2,2,2,0,5,1,1,1,0,0
2.01805E+12,336869,396988,5,3,1,1,11/05/2018,6,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,327890,381157,5,3,2,1,28/06/2018,5,1,1,6,30,1,4,2,2,0,0,1,1,1,0,0
2.01805E+12,333480,385881,5,3,1,1,14/06/2018,5,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,344478,389947,5,3,2,1,15/06/2018,6,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,360245,396131,5,3,2,1,20/04/2018,6,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,345566,392695,5,3,2,1,14/05/2018,2,1,1,3,30,9,4,2,2,0,0,1,1,1,0,0
2.01805E+12,338976,391389,5,3,2,1,18/05/2018,6,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,336906,400146,5,3,2,2,19/05/2018,7,1,1,6,40,6,2,2,2,0,5,1,1,1,0,0
2.01805E+12,331963,399843,5,3,2,1,27/06/2018,4,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,340124,383720,5,3,4,1,21/06/2018,5,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,331649,391652,5,3,1,1,27/06/2018,4,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,336608,389298,5,3,3,2,04/02/2018,1,1,1,6,20,0,0,2,2,0,0,4,1,1,0,0
2.01805E+12,336848,400060,5,3,2,1,03/06/2018,1,1,1,6,40,6,2,2,2,0,0,1,1,1,0,0
2.01805E+12,337787,395531,5,2,2,1,29/06/2018,6,1,1,6,30,3,4,2,2,0,4,1,9,1,0,0
2.01805E+12,338712,393113,5,3,1,1,23/06/2018,7,1,1,3,30,3,4,2,2,0,5,1,1,1,1,0
2.01805E+12,334543,384073,5,2,2,1,28/06/2018,5,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
2.01805E+12,336680,397757,5,3,2,2,02/06/2018,7,1,1,3,30,6,2,2,2,0,0,1,1,1,0,0
2.01805E+12,356955,395393,5,3,2,1,17/05/2018,5,1,1,6,30,3,4,2,2,0,0,1,1,1,0,0
2.01805E+12,339734,391240,5,3,2,1,31/05/2018,5,1,1,3,30,9,4,2,2,0,0,1,1,1,0,0
2.01805E+12,334853,392454,5,3,2,1,05/02/2018,2,1,1,3,30,6,2,2,2,0,5,1,8,1,0,0
2.01805E+12,337148,396186,5,2,2,1,07/03/2018,4,1,1,6,30,8,4,2,2,0,0,1,1,1,0,0
2.01805E+12,340089,385123,5,2,2,1,09/05/2018,4,1,1,6,20,6,4,2,2,0,0,1,1,1,0,0
2.01805E+12,335821,379959,5,3,3,1,30/05/2018,4,1,1,3,40,3,2,2,2,0,5,1,1,1,0,0
2.01805E+12,338033,388796,5,2,2,1,28/06/2018,5,1,1,6,30,3,4,2,2,0,0,7,1,1,0,0
2.01805E+12,338263,392900,5,3,2,1,18/06/2018,2,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
201806A039248,384120,398250,6,3,2,1,01/01/2018,2,1,1,2,30,6,3,2,2,0,0,4,8,2,0,0
201806A039357,387120,400290,6,3,2,3,08/01/2018,2,1,1,6,20,6,4,2,2,0,0,1,1,2,0,0
201806A039408,386740,401820,6,3,2,1,03/01/2018,4,1,1,6,30,3,4,2,2,0,0,1,4,1,0,0
201806A039445,384340,400120,6,3,2,1,06/01/2018,7,1,1,6,30,3,2,2,2,0,4,1,1,1,0,0
201806A039475,394530,398930,6,3,1,1,17/01/2018,4,1,1,2,30,6,2,2,2,0,5,4,2,2,0,0
201806A039529,384170,398080,6,3,1,1,16/01/2018,3,1,1,6,30,6,4,2,2,0,0,4,2,2,0,0
201806A039652,384210,399220,6,3,2,1,19/01/2018,6,1,1,6,30,3,4,2,2,0,0,4,9,2,0,0
201806A039664,384910,397740,6,3,1,1,16/01/2018,3,1,1,6,30,3,4,2,2,0,0,4,2,2,0,0
201806A039686,383060,397290,6,3,2,1,17/01/2018,4,1,1,1,50,1,2,2,2,0,5,4,5,2,0,0
201806A039725,383880,404090,6,3,5,3,18/01/2018,5,1,1,3,30,3,2,2,2,0,5,4,5,2,0,0
201806A039729,388090,400250,6,3,1,1,15/01/2018,2,1,1,6,30,0,0,2,2,0,0,1,9,1,0,0
201806A039734,383880,400520,6,3,1,1,20/01/2018,7,1,1,6,30,0,0,2,2,0,0,4,1,2,0,0
201806A039742,384090,401290,6,2,2,1,15/01/2018,2,1,1,6,30,0,0,2,2,0,5,1,1,2,0,0
201806A039750,388740,396830,6,3,2,1,15/01/2018,2,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
201806A039755,387930,401280,6,3,3,2,19/01/2018,6,1,1,6,30,3,4,2,2,0,0,4,2,2,0,0
201806A039830,385570,400580,6,3,2,1,16/01/2018,3,1,1,3,30,3,2,2,2,0,5,1,1,2,0,0
201806A039841,386410,399500,6,3,2,5,03/01/2018,4,1,1,3,30,6,2,2,2,0,8,4,5,2,0,0
201806A039848,386200,399010,6,3,2,2,20/01/2018,7,1,1,6,30,3,4,2,2,0,0,1,2,2,0,0
201806A039872,387730,400640,6,3,2,2,17/01/2018,4,1,1,3,30,3,4,2,2,0,0,4,2,2,0,0
201806A039891,383670,397240,6,3,1,1,21/01/2018,1,1,1,6,30,3,4,2,2,0,0,4,2,2,0,0
201806A039924,387500,401550,6,2,1,1,24/01/2018,4,1,1,3,30,0,0,2,2,0,0,4,2,2,0,0
201806A039949,387940,398500,6,2,2,1,25/01/2018,5,1,1,3,30,6,4,2,2,0,4,5,1,2,0,0
201806A039957,387200,396970,6,2,1,1,29/01/2018,2,1,1,3,40,3,2,2,2,0,5,4,1,1,0,0
201806A039984,384830,397520,6,2,1,1,22/01/2018,2,1,1,3,30,7,2,2,2,0,5,1,1,2,0,0
201806A039989,384690,398730,6,3,2,1,29/01/2018,2,1,1,3,30,3,2,2,2,0,4,1,1,1,0,0
201806A040012,386270,401880,6,3,3,1,27/01/2018,7,1,1,6,30,3,4,2,2,0,1,1,2,2,0,0
201806A040021,383860,397420,6,3,2,1,26/01/2018,6,1,1,6,30,0,0,2,2,0,0,4,2,2,0,0
201806A040025,385920,399060,6,3,2,1,22/01/2018,2,1,1,6,30,3,4,2,2,0,0,1,2,2,0,0
201806A040117,386000,402050,6,3,2,1,13/01/2018,7,1,1,6,30,3,4,2,2,0,0,1,1,1,0,0
201806A040139,384340,398780,6,2,1,1,01/02/2018,5,1,1,6,30,3,4,2,2,0,5,4,1,1,0,0
201806A040146,384360,398100,6,3,1,1,04/02/2018,1,1,1,6,30,3,4,2,2,0,4,4,1,1,0,0
201806A040151,384090,401250,6,3,2,2,18/01/2018,5,1,1,6,30,3,4,2,2,0,0,4,2,2,0,0
201806A040164,385240,399080,6,3,2,1,25/01/2018,5,1,1,3,30,6,2,2,2,0,5,1,1,1,0,0
201806A040171,385960,401940,6,3,2,1,01/01/2018,2,1,1,6,30,6,2,2,2,0,5,1,1,1,0,0
201806A040191,384700,397850,6,3,1,1,18/01/2018,5,1,1,6,20,0,0,2,2,0,5,4,2,2,0,0
201806A040219,383620,397470,6,3,2,1,01/02/2018,5,1,1,6,30,3,4,2,2,0,8,4,1,1,0,0
201806A040231,383810,400570,6,3,1,1,31/01/2018,4,1,1,6,30,6,2,2,2,0,5,7,2,2,0,0
201806A040282,383850,398950,6,3,4,1,04/02/2018,1,1,1,6,30,3,2,2,2,0,5,4,1,2,0,0
201806A040370,383870,397090,6,3,1,1,01/02/2018,5,1,1,2,30,0,0,2,2,0,4,4,1,1,0,0
201806A040473,383640,397580,6,3,1,1,08/02/2018,5,1,1,6,20,3,4,2,2,0,5,4,1,1,0,0
201806A040481,387820,398640,6,3,1,1,08/02/2018,5,1,1,6,20,3,4,2,2,0,0,4,2,2,0,0
201806A040485,385250,400250,6,3,2,2,09/02/2018,6,1,1,6,30,3,4,2,2,0,0,1,1,1,0,0
201806A040493,388100,400710,6,2,2,1,07/02/2018,4,1,1,3,30,3,4,2,2,0,0,1,1,1,0,0
201806A040498,387260,400550,6,3,2,3,04/02/2018,1,1,1,3,30,6,2,2,2,0,5,4,1,1,0,0
201806A040532,383460,397790,6,3,1,1,10/02/2018,7,1,1,6,30,0,0,2,2,0,0,4,1,2,0,0
201806A040548,387940,401310,6,3,4,1,09/02/2018,6,1,1,6,30,3,4,2,2,0,0,1,4,1,0,0
201806A040559,385700,401070,6,3,2,2,09/02/2018,6,1,1,6,30,3,4,2,2,0,0,4,1,1,0,0
201806A040670,383900,400020,6,3,2,1,10/02/2018,7,1,1,6,30,6,4,2,2,0,0,7,1,2,0,0
201806A040733,385960,401510,6,3,2,1,14/02/2018,4,1,1,6,30,3,4,2,2,0,0,7,9,1,0,0
201806A040785,383920,404220,6,3,2,1,16/02/2018,6,1,1,3,30,0,0,2,2,0,0,1,1,1,0,0
201806A040798,385610,397970,6,3,3,1,06/02/2018,3,1,1,6,20,0,0,2,2,0,5,1,1,1,0,0
201806A040803,387210,397230,6,3,3,1,13/02/2018,3,1,1,3,30,0,0,2,2,0,0,7,1,1,0,0
201806A040832,388100,400710,6,3,2,1,16/02/2018,6,1,1,6,30,3,4,2,2,0,8,1,1,1,0,0
201806A040849,384120,401250,6,3,1,1,07/02/2018,4,1,1,6,30,3,4,2,2,0,0,1,1,1,0,0
201806A040850,383610,397390,6,2,1,1,13/02/2018,3,1,1,6,30,6,4,2,2,0,0,1,2,2,0,0
201806A040875,386500,403890,6,2,2,1,20/02/2018,3,1,1,6,30,0,0,2,2,0,8,4,1,1,0,0
201806A040946,384550,401820,6,3,2,1,13/02/2018,3,1,1,6,30,3,2,2,2,0,5,4,1,1,0,0
201806A040990,385660,401100,6,3,3,3,27/02/2018,3,1,1,6,30,0,0,2,2,0,4,7,9,1,0,0
201806A041014,383900,400020,6,3,2,1,20/02/2018,3,1,1,6,30,3,4,2,2,0,0,7,8,1,0,0
201806A041017,385300,398130,6,3,2,2,11/02/2018,1,1,1,3,30,3,4,2,2,0,5,4,5,2,0,0
201806A041022,387130,403740,6,3,2,3,07/02/2018,4,1,1,6,30,3,4,2,2,0,8,1,1,2,0,0
201806A041047,384250,400490,6,3,2,2,13/02/2018,3,1,1,6,20,0,0,2,2,0,0,1,1,2,0,0
201806A041054,387190,397500,6,2,2,2,14/02/2018,4,1,1,3,30,6,2,2,2,0,5,1,2,2,0,0
201806A041069,384120,398250,6,3,2,1,13/02/2018,3,1,1,2,30,6,3,2,2,0,0,7,1,1,4,0
201806A041093,384160,397410,6,3,1,1,23/02/2018,6,1,1,6,30,3,2,2,2,0,5,1,1,1,0,0
201806A041111,387180,397500,6,3,2,1,25/02/2018,1,1,1,3,30,6,2,2,2,0,5,1,1,1,0,0
201806A041120,383620,398260,6,3,2,1,20/02/2018,3,1,1,6,30,6,2,2,2,0,5,1,1,1,0,0
201806A041121,386190,403160,6,2,2,1,16/02/2018,6,1,1,6,30,0,0,2,2,0,0,4,1,2,0,0
201806A041123,384050,399260,6,3,2,1,18/02/2018,1,1,1,6,30,3,4,2,2,0,5,4,2,2,0,0
201806A041124,388410,400160,6,3,1,1,13/02/2018,3,1,1,6,30,0,0,2,2,0,0,1,2,2,0,0
201806A041158,385290,402020,6,3,2,2,12/02/2018,2,1,1,6,30,0,0,2,2,0,8,1,6,3,0,0
201806A041159,387370,394220,6,3,2,1,21/02/2018,4,1,1,3,30,3,4,2,2,0,8,1,9,1,0,0
201806A041223,389490,395510,6,3,1,1,20/02/2018,3,1,1,6,30,3,4,2,2,0,0,1,1,1,0,0
201806A041242,384580,398870,6,3,2,1,06/03/2018,3,1,1,2,30,6,4,2,2,0,0,1,1,1,0,0
201806A041327,383770,400770,6,3,2,1,05/03/2018,2,1,1,6,30,0,0,2,2,0,0,1,9,1,0,0
201806A041382,383600,398000,6,3,1,1,02/03/2018,6,1,1,6,20,3,4,2,2,0,0,1,4,4,0,0
201806A041383,389080,396340,6,3,1,1,09/03/2018,6,1,1,6,30,6,4,2,2,0,0,4,9,1,0,0
201806A041400,386130,399930,6,3,2,1,08/03/2018,5,1,1,3,30,6,2,2,2,0,8,1,1,1,0,0
201806A041411,385900,403200,6,3,2,1,05/03/2018,2,1,1,6,30,0,0,2,2,0,0,4,1,1,0,0
201806A041414,389260,397440,6,2,1,1,01/03/2018,5,1,1,6,30,0,0,2,2,0,8,1,6,4,0,0
201806A041415,384560,397970,6,2,2,13,07/03/2018,4,1,1,6,30,3,2,2,2,0,5,1,1,1,0,0
201806A041445,388620,395480,6,3,1,1,12/03/2018,2,1,1,6,30,0,0,2,2,0,0,4,1,2,0,0
201806A041473,386960,395990,6,3,2,1,12/03/2018,2,1,1,3,30,0,0,2,2,0,8,1,9,1,0,0
201806A041476,385200,398260,6,3,2,1,09/03/2018,6,1,1,3,30,6,2,2,2,0,8,4,2,2,0,0
201806A041484,383600,403130,6,3,2,1,06/03/2018,3,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
201806A041501,384670,399070,6,3,1,1,07/03/2018,4,1,1,6,30,3,4,2,2,0,5,7,9,1,0,0
201806A041547,387900,396470,6,3,2,1,10/03/2018,7,1,1,6,30,9,2,2,2,0,5,1,1,1,0,0
201806A041559,387830,397450,6,2,2,4,08/03/2018,5,1,1,6,30,9,4,2,2,0,5,4,1,2,0,0
201806A041673,388900,395950,6,3,2,1,11/03/2018,1,1,1,6,30,3,4,2,2,0,0,4,1,1,0,0
201806A041729,387560,402260,6,2,2,1,15/03/2018,5,1,1,6,30,3,4,2,2,0,0,1,1,1,0,0
201806A041749,388960,400030,6,3,3,3,06/03/2018,3,1,1,6,30,3,4,2,2,0,0,4,1,2,0,0
201806A041751,385330,399450,6,3,2,1,17/03/2018,7,1,1,6,30,5,4,2,2,0,0,1,1,1,0,0
201806A041766,384350,397830,6,2,2,1,21/03/2018,4,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
201806A041813,388580,395690,6,3,2,2,15/03/2018,5,1,1,6,20,3,4,2,2,0,0,1,1,1,0,0
201806A041828,384160,399020,6,2,1,1,18/03/2018,1,1,1,6,30,7,2,2,2,0,5,1,6,3,0,0
201806A041830,384130,401480,6,3,2,1,24/03/2018,7,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
201806A041962,385080,403360,6,3,2,1,09/02/2018,6,1,1,6,30,0,0,2,2,0,0,1,4,1,0,0
201806A041976,384450,400820,6,3,1,1,19/03/2018,2,1,1,6,30,3,4,2,2,0,0,1,1,1,0,0
201806A042025,384350,397240,6,3,2,1,31/03/2018,7,1,1,7,50,5,4,2,2,0,0,4,1,1,0,0
201806A042070,386510,397560,6,2,2,1,26/03/2018,2,1,1,6,30,3,4,2,2,0,0,1,1,1,0,0
201806A042077,383790,401890,6,2,2,1,30/03/2018,6,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
201806A042103,386280,403990,6,2,2,1,16/03/2018,6,1,1,6,30,0,0,2,2,0,0,4,1,2,0,0
201806A042123,387950,398500,6,3,2,1,01/04/2018,1,1,1,6,30,6,4,2,2,0,5,1,1,1,0,0
201806A042152,387120,398340,6,3,2,2,12/03/2018,2,1,1,3,30,6,2,2,2,0,0,4,1,2,0,0
201806A042158,384390,397420,6,2,1,1,29/03/2018,5,1,1,6,20,0,0,2,2,0,0,1,1,1,0,0
201806A042211,388090,399120,6,3,2,1,25/03/2018,1,1,1,6,30,0,0,2,2,0,0,1,9,1,0,0
201806A042223,384070,401170,6,3,2,1,27/03/2018,3,1,1,6,30,3,4,2,2,0,0,1,1,1,0,0
201806A042275,384550,398630,6,3,1,1,31/03/2018,7,1,1,6,30,6,4,2,2,0,0,1,1,1,0,0
201806A042309,388750,395720,6,3,2,1,05/04/2018,5,1,1,6,30,3,4,2,2,0,0,1,1,1,0,0
201806A042403,384290,398740,6,2,1,1,02/04/2018,2,1,1,6,30,7,2,2,2,0,4,1,2,2,0,0
201806A042406,387920,398380,6,3,2,2,21/03/2018,4,1,1,6,30,6,4,2,2,0,0,1,1,1,0,0
201806A042429,388970,396270,6,2,3,3,03/04/2018,3,1,1,6,30,3,4,2,2,0,0,4,1,2,0,0
201806A042442,387180,397500,6,1,1,2,06/04/2018,6,1,1,3,30,6,2,2,2,0,5,4,1,1,0,0
201806A042698,384450,400920,6,3,1,1,09/04/2018,2,1,1,6,30,3,4,2,2,0,8,4,2,2,0,0
201806A042701,382980,397190,6,3,2,2,09/04/2018,2,1,1,3,30,1,4,2,2,0,0,1,9,1,0,0
201806A042730,384930,398280,6,3,2,1,03/04/2018,3,1,1,6,30,6,2,2,2,0,0,1,1,1,0,0
201806A042737,385290,402830,6,3,2,1,09/04/2018,2,1,1,6,30,9,4,2,2,0,0,1,2,2,0,0
201806A042746,389040,397610,6,3,4,1,07/04/2018,7,1,1,6,20,3,4,2,2,0,0,1,1,1,0,0
201806A042798,383750,398480,6,3,2,1,21/04/2018,7,1,1,6,30,0,0,2,2,0,0,5,1,1,0,0
201806A042812,384300,401500,6,2,1,1,21/04/2018,7,1,1,6,20,0,0,2,2,0,0,1,1,1,0,0
201806A042821,385700,401070,6,3,2,1,24/04/2018,3,1,1,6,20,3,4,2,2,0,0,1,1,1,0,0
201806A042911,384170,397980,6,3,1,1,09/04/2018,2,1,1,2,30,6,4,2,2,0,0,1,1,1,0,0
201806A042916,384280,402470,6,3,2,5,11/04/2018,4,1,1,6,20,6,4,2,2,0,0,1,1,1,0,0
201806A042920,388250,396160,6,3,2,1,20/04/2018,6,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
201806A042963,384130,398980,6,2,2,1,20/04/2018,6,1,1,6,30,6,2,2,2,0,0,1,1,1,0,0
201806A042967,386700,401530,6,3,2,1,21/04/2018,7,1,1,6,30,6,4,2,2,0,0,1,1,1,0,0
201806A042979,388280,400370,6,3,1,1,20/04/2018,6,1,1,6,40,3,4,2,2,0,0,1,1,1,0,0
201806A042982,384220,402400,6,3,2,1,16/04/2018,2,1,1,6,30,0,0,2,2,0,0,4,1,1,0,0
201806A043048,384570,401420,6,3,2,1,16/04/2018,2,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
201806A043064,387960,397430,6,3,1,1,24/04/2018,3,1,1,6,30,6,2,2,2,0,0,1,2,2,0,0
201806A043109,385790,401950,6,3,2,4,30/04/2018,2,1,1,6,30,3,4,2,2,0,0,1,1,1,0,0
201806A043120,386080,399880,6,2,1,1,19/04/2018,5,1,1,6,30,6,4,2,2,0,0,4,1,1,0,0
201806A043144,385430,402150,6,2,2,1,21/04/2018,7,1,1,6,30,0,0,2,2,0,0,1,1,1,0,0
