LSOA code (2011),LSOA name (2011),Local Authority District code (2013),Local Authority District name (2013),Children and Young People Sub-domain Score,Adult Skills Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Indoors Sub-domain Score,Outdoors Sub-domain Score
E01000262,Barnet 017D,E09000003,Barnet,-0.1,0.2,0.6,2.9,-0.7,-0.1
E01000263,Barnet 016C,E09000003,Barnet,-1.4,0.1,0.4,0.6,-1.0,1.2
E01000264,Barnet 016D,E09000003,Barnet,-1.0,0.2,-0.7,3.6,0.2,1.2
E01000265,Barnet 011A,E09000003,Barnet,-0.5,0.2,-0.5,3.2,0.3,0.7
E01000266,Barnet 011B,E09000003,Barnet,-1.7,0.2,0.1,1.0,-1.0,0.3
E01000267,Barnet 005A,E09000003,Barnet,-1.4,0.2,0.4,2.1,0.1,0.4
E01000268,Barnet 005B,E09000003,Barnet,-0.1,0.2,-1.0,3.1,0.7,0.7
E01000269,Barnet 005C,E09000003,Barnet,-0.8,0.3,0.3,1.3,-0.5,0.2
E01000270,Barnet 005D,E09000003,Barnet,-0.6,0.2,0.1,2.0,-0.2,0.5
E01000271,Barnet 008A,E09000003,Barnet,-1.4,0.2,0.4,1.4,-0.4,0.6
E01000272,Barnet 008B,E09000003,Barnet,-1.8,0.2,0.0,0.9,-1.1,0.4
E01000273,Barnet 008C,E09000003,Barnet,-1.1,0.2,-0.8,2.9,-0.1,0.6
E01000274,Barnet 011C,E09000003,Barnet,0.0,0.3,-0.8,3.0,0.2,0.7
E01000275,Barnet 012A,E09000003,Barnet,-0.8,0.2,0.5,2.4,-0.5,0.2
E01000276,Barnet 020A,E09000003,Barnet,-2.2,0.1,0.4,0.8,-0.8,0.2
E01000277,Barnet 012B,E09000003,Barnet,-0.5,0.2,0.3,3.7,0.1,0.4
E01000278,Barnet 020B,E09000003,Barnet,-2.0,0.1,0.4,1.3,-0.8,0.3
E01000279,Barnet 007C,E09000003,Barnet,-1.1,0.2,1.1,0.2,-0.8,0.1
E01000280,Barnet 007D,E09000003,Barnet,-1.3,0.1,0.1,0.2,-1.0,0.2
E01000281,Barnet 008D,E09000003,Barnet,-0.5,0.2,-0.9,3.4,-0.5,0.9
E01000282,Barnet 008E,E09000003,Barnet,-1.3,0.2,-0.2,1.9,-0.7,0.8
E01000283,Barnet 012C,E09000003,Barnet,-1.8,0.1,0.4,0.9,-0.9,0.2
E01000284,Barnet 012D,E09000003,Barnet,-0.3,0.2,-0.4,3.1,-0.1,0.7
E01000285,Barnet 004A,E09000003,Barnet,-0.4,0.3,-0.4,2.6,-0.1,0.2
E01000286,Barnet 007E,E09000003,Barnet,-0.2,0.3,0.0,3.4,0.3,0.2
E01000287,Barnet 004B,E09000003,Barnet,0.7,0.3,-0.4,3.2,-0.1,0.2
E01000288,Barnet 004C,E09000003,Barnet,-0.5,0.3,-0.5,2.6,-0.2,0.6
E01000289,Barnet 004D,E09000003,Barnet,0.1,0.4,0.1,4.2,0.0,0.2
E01000290,Barnet 007F,E09000003,Barnet,0.1,0.3,0.9,2.3,-0.5,0.2
E01000291,Barnet 004E,E09000003,Barnet,0.1,0.4,0.0,4.0,-0.9,0.3
E01000292,Barnet 001E,E09000003,Barnet,-1.2,0.2,-0.7,2.2,-0.5,0.7
E01000293,Barnet 001F,E09000003,Barnet,-1.6,0.2,-0.7,1.7,-0.2,0.8
E01000294,Barnet 004F,E09000003,Barnet,-1.2,0.2,-0.5,2.7,-0.3,0.0
E01000295,Barnet 023B,E09000003,Barnet,-1.2,0.1,-0.4,2.8,0.7,1.0
E01000296,Barnet 023C,E09000003,Barnet,-0.6,0.1,-0.4,3.0,0.6,0.8
E01000297,Barnet 027D,E09000003,Barnet,0.1,0.2,-1.0,2.8,-0.2,0.9
E01000298,Barnet 023D,E09000003,Barnet,-1.2,0.2,-0.9,3.2,0.7,0.9
E01000299,Barnet 019A,E09000003,Barnet,-0.7,0.2,-1.6,3.5,0.7,1.2
E01000300,Barnet 019B,E09000003,Barnet,-1.1,0.2,-0.3,2.7,0.0,0.6
E01000301,Barnet 020C,E09000003,Barnet,-1.6,0.2,-0.6,2.1,-0.3,0.6
E01000302,Barnet 019C,E09000003,Barnet,-0.2,0.2,-1.1,3.5,-0.4,0.8
E01000303,Barnet 020D,E09000003,Barnet,-1.3,0.2,0.2,2.1,-0.9,0.4
E01000304,Barnet 020E,E09000003,Barnet,-0.2,0.1,0.3,2.8,0.3,0.4
E01000305,Barnet 036B,E09000003,Barnet,0.2,0.3,-0.3,5.3,0.7,1.2
E01000306,Barnet 036C,E09000003,Barnet,-0.7,0.3,-0.7,4.6,0.2,1.4
E01000307,Barnet 039D,E09000003,Barnet,-0.2,0.4,-0.2,4.7,0.3,1.1
E01000308,Barnet 036D,E09000003,Barnet,0.3,0.3,0.0,5.8,0.4,1.3
E01000309,Barnet 031D,E09000003,Barnet,-1.0,0.2,0.0,3.6,-0.1,1.1
E01000310,Barnet 034C,E09000003,Barnet,0.1,0.2,-0.2,4.8,0.2,1.4
E01000311,Barnet 034D,E09000003,Barnet,-0.8,0.2,-0.4,2.8,-0.5,1.3
E01000312,Barnet 036E,E09000003,Barnet,-0.3,0.3,-0.3,5.0,-0.1,1.0
E01000313,Barnet 036F,E09000003,Barnet,-0.5,0.3,-0.4,5.2,0.2,1.4
E01000314,Barnet 032F,E09000003,Barnet,-1.1,0.2,-1.3,3.6,-0.2,1.4
E01000315,Barnet 022F,E09000003,Barnet,0.3,0.4,-0.5,3.9,-1.0,0.8
E01000316,Barnet 027E,E09000003,Barnet,-0.6,0.2,-0.4,3.7,0.5,0.9
E01000317,Barnet 019D,E09000003,Barnet,-0.8,0.2,-0.8,2.8,0.2,1.1
E01000318,Barnet 019E,E09000003,Barnet,-1.1,0.2,-0.7,2.7,-0.4,1.1
E01000319,Barnet 027F,E09000003,Barnet,-1.5,0.2,-0.5,2.4,-0.4,0.9
E01000320,Barnet 011D,E09000003,Barnet,-1.3,0.2,0.1,2.5,-0.2,0.6
E01000321,Barnet 012E,E09000003,Barnet,-0.7,0.2,-0.8,3.2,0.6,1.0
E01000322,Barnet 011E,E09000003,Barnet,-0.5,0.2,-0.3,3.0,1.0,0.7
E01000323,Barnet 019F,E09000003,Barnet,-1.0,0.2,-1.2,3.4,0.8,1.2
E01000324,Barnet 015F,E09000003,Barnet,-1.4,0.2,-0.6,2.6,-0.2,1.0
E01033572,Barnet 030E,E09000003,Barnet,-0.1,0.3,-0.5,4.0,0.2,0.7
E01033573,Barnet 030F,E09000003,Barnet,-0.3,0.2,-0.2,5.7,1.3,0.6
E01000325,Bexley 014A,E09000004,Bexley,-0.8,0.3,0.1,-0.2,-0.7,-0.2
E01000326,Bexley 014B,E09000004,Bexley,0.1,0.3,-0.1,1.1,0.3,0.1
E01000327,Bexley 017A,E09000004,Bexley,-0.6,0.3,-0.2,0.5,-0.7,0.5
E01000328,Bexley 017B,E09000004,Bexley,-0.4,0.4,-0.2,1.0,-0.6,-0.2
E01000329,Bexley 017C,E09000004,Bexley,-0.5,0.4,0.0,1.1,-0.3,0.1
E01000330,Bexley 017D,E09000004,Bexley,-0.3,0.3,-0.4,1.9,0.3,0.3
E01000331,Bexley 017E,E09000004,Bexley,0.3,0.4,0.5,1.8,-0.1,0.1
E01000332,Bexley 005A,E09000004,Bexley,0.2,0.3,-0.8,1.5,0.1,-0.3
E01000333,Bexley 003A,E09000004,Bexley,0.6,0.4,-1.3,2.4,0.3,-0.2
E01000334,Bexley 006A,E09000004,Bexley,0.1,0.3,0.2,1.5,-0.5,-0.2
E01000335,Bexley 003B,E09000004,Bexley,1.2,0.4,0.6,3.0,0.2,-0.3
E01000336,Bexley 003C,E09000004,Bexley,0.0,0.4,-0.1,3.6,0.9,-0.2
E01000337,Bexley 003D,E09000004,Bexley,0.0,0.3,-0.4,2.2,0.3,-0.3
E01000338,Bexley 003E,E09000004,Bexley,0.1,0.3,-0.2,2.5,0.5,-0.3
E01000339,Bexley 025A,E09000004,Bexley,0.0,0.4,-0.7,1.1,-0.4,-0.4
E01000340,Bexley 018A,E09000004,Bexley,-0.1,0.4,0.3,1.2,0.2,0.1
E01000341,Bexley 022A,E09000004,Bexley,-1.0,0.4,-0.4,0.2,-0.4,0.0
E01000342,Bexley 022B,E09000004,Bexley,-0.4,0.3,-0.6,1.5,0.4,-0.2
E01000343,Bexley 022C,E09000004,Bexley,-0.5,0.4,-0.6,0.9,-0.3,0.2
E01000344,Bexley 025B,E09000004,Bexley,-0.6,0.3,-1.0,1.0,-0.7,-0.4
E01000345,Bexley 022D,E09000004,Bexley,-0.8,0.3,-0.4,-0.1,-0.4,-0.3
E01000346,Bexley 021A,E09000004,Bexley,-0.6,0.3,-0.5,0.2,0.1,0.2
E01000347,Bexley 021B,E09000004,Bexley,-0.2,0.4,-0.7,1.7,-0.1,0.5
E01000348,Bexley 020A,E09000004,Bexley,-1.1,0.3,0.1,-0.6,-0.9,0.0
E01000349,Bexley 020B,E09000004,Bexley,-0.4,0.3,0.5,0.0,-0.9,0.0
E01000350,Bexley 021C,E09000004,Bexley,-0.3,0.3,-0.1,1.0,-0.2,-0.2
E01000351,Bexley 024A,E09000004,Bexley,-0.3,0.4,0.3,0.6,-1.0,-0.4
E01000352,Bexley 021D,E09000004,Bexley,0.0,0.4,-0.2,1.4,-0.1,0.2
E01000353,Bexley 011A,E09000004,Bexley,-1.3,0.3,-0.5,-1.1,-1.0,0.0
E01000354,Bexley 011B,E09000004,Bexley,-0.2,0.4,0.0,1.9,-0.2,-0.3
E01000355,Bexley 011C,E09000004,Bexley,-0.7,0.4,-0.7,0.4,-0.7,0.0
E01000356,Bexley 009A,E09000004,Bexley,-1.1,0.3,-0.7,0.3,-0.8,-0.2
E01000357,Bexley 009B,E09000004,Bexley,-1.0,0.3,-0.6,-0.4,-0.7,-0.2
E01000358,Bexley 011D,E09000004,Bexley,-1.0,0.3,-0.4,0.8,-0.2,0.0
E01000359,Bexley 009C,E09000004,Bexley,-1.0,0.3,-0.1,0.4,-0.5,-0.1
E01000360,Bexley 015A,E09000004,Bexley,-0.9,0.3,0.0,2.0,0.6,0.0
E01000361,Bexley 020C,E09000004,Bexley,-0.5,0.3,0.2,0.6,-0.3,0.1
E01000362,Bexley 015B,E09000004,Bexley,-0.7,0.3,-0.1,1.1,-0.3,0.2
E01000363,Bexley 020D,E09000004,Bexley,-1.0,0.3,0.2,0.2,-0.7,0.3
E01000364,Bexley 023A,E09000004,Bexley,-0.6,0.3,0.4,1.0,-0.3,0.1
E01000365,Bexley 015C,E09000004,Bexley,-0.6,0.3,-0.1,1.5,-0.3,0.3
E01000366,Bexley 015D,E09000004,Bexley,-0.9,0.3,-0.5,1.0,-0.5,0.2
E01000367,Bexley 010A,E09000004,Bexley,0.9,0.4,0.2,2.6,0.1,0.3
E01000368,Bexley 010B,E09000004,Bexley,0.6,0.4,0.5,2.7,-0.3,0.1
E01000369,Bexley 014C,E09000004,Bexley,-0.2,0.3,-0.6,1.1,0.0,-0.1
E01000370,Bexley 014D,E09000004,Bexley,-0.6,0.3,-0.3,1.3,-0.5,-0.1
E01000371,Bexley 014E,E09000004,Bexley,0.1,0.3,-0.1,0.7,-0.2,-0.2
E01000372,Bexley 010C,E09000004,Bexley,0.3,0.4,-0.4,2.5,0.0,-0.2
E01000373,Bexley 008A,E09000004,Bexley,0.3,0.4,0.2,4.2,-0.4,-0.2
E01000374,Bexley 019A,E09000004,Bexley,1.1,0.5,0.5,2.6,0.3,0.3
E01000375,Bexley 019B,E09000004,Bexley,0.3,0.4,0.0,1.7,-0.2,0.3
E01000376,Bexley 019C,E09000004,Bexley,-0.3,0.3,-0.1,1.2,0.1,-0.1
E01000377,Bexley 019D,E09000004,Bexley,-0.4,0.3,-0.1,1.6,-0.4,-0.1
E01000378,Bexley 019E,E09000004,Bexley,0.2,0.3,0.4,1.8,0.5,0.3
E01000379,Bexley 019F,E09000004,Bexley,0.2,0.3,0.3,1.5,-0.1,0.2
E01000380,Bexley 010D,E09000004,Bexley,0.4,0.4,0.6,2.6,0.3,-0.3
E01000381,Bexley 028A,E09000004,Bexley,0.5,0.4,0.9,1.9,0.4,-0.2
E01000382,Bexley 027A,E09000004,Bexley,-0.9,0.3,0.4,0.6,-0.8,-0.1
E01000383,Bexley 028B,E09000004,Bexley,0.0,0.4,0.6,1.4,-0.2,-0.4
E01000384,Bexley 027B,E09000004,Bexley,-0.8,0.3,-0.6,1.8,0.5,-0.1
E01000385,Bexley 028C,E09000004,Bexley,0.5,0.4,0.0,3.1,0.4,-0.3
E01000386,Bexley 028D,E09000004,Bexley,0.9,0.4,-0.2,3.1,0.3,0.3
E01000387,Bexley 027C,E09000004,Bexley,-0.3,0.3,0.7,1.0,-0.7,-0.5
E01000388,Bexley 016A,E09000004,Bexley,-1.0,0.3,-0.4,0.3,-0.5,0.2
E01000389,Bexley 020E,E09000004,Bexley,-0.8,0.3,0.0,1.7,-0.9,0.4
E01000390,Bexley 020F,E09000004,Bexley,-0.9,0.3,0.3,0.1,-0.4,0.3
E01000391,Bexley 021E,E09000004,Bexley,-0.2,0.4,-0.1,1.3,-0.2,-0.1
E01000392,Bexley 016B,E09000004,Bexley,0.1,0.4,-0.7,3.3,0.6,0.2
E01000393,Bexley 020G,E09000004,Bexley,-0.5,0.3,-0.8,1.2,0.0,0.2
E01000394,Bexley 015E,E09000004,Bexley,-1.1,0.3,-0.4,1.4,-0.4,0.0
E01000395,Bexley 018B,E09000004,Bexley,-1.5,0.3,-0.5,0.4,-0.5,-0.1
E01000396,Bexley 018C,E09000004,Bexley,-0.9,0.3,0.2,0.5,-0.4,0.0
E01000398,Bexley 029A,E09000004,Bexley,0.2,0.4,0.3,2.0,-0.2,-0.3
E01000399,Bexley 029B,E09000004,Bexley,-0.7,0.4,-0.3,1.2,-0.3,0.0
E01000400,Bexley 029C,E09000004,Bexley,-0.4,0.4,-0.7,1.5,0.1,0.1
E01000401,Bexley 013A,E09000004,Bexley,0.3,0.4,-0.2,2.5,0.3,0.0
E01000402,Bexley 005B,E09000004,Bexley,0.2,0.3,-0.2,2.6,0.1,-0.2
E01000403,Bexley 004A,E09000004,Bexley,0.4,0.3,-0.2,3.2,-0.4,0.2
E01000404,Bexley 004B,E09000004,Bexley,0.4,0.3,-0.2,3.7,0.5,-0.3
E01000405,Bexley 004C,E09000004,Bexley,0.1,0.4,0.0,2.5,0.6,-0.2
E01000406,Bexley 005C,E09000004,Bexley,0.0,0.3,0.2,2.9,0.6,0.5
E01000407,Bexley 005D,E09000004,Bexley,-0.1,0.4,-0.3,1.8,0.5,-0.1
E01000408,Bexley 004D,E09000004,Bexley,0.1,0.4,-1.8,2.6,0.5,0.0
E01000409,Bexley 016C,E09000004,Bexley,-0.7,0.4,-0.5,0.5,-0.7,-0.2
E01000410,Bexley 018D,E09000004,Bexley,-0.7,0.3,-0.2,1.0,-0.2,-0.1
E01000411,Bexley 016D,E09000004,Bexley,-0.5,0.4,-0.2,0.5,-0.2,0.1
E01000412,Bexley 018E,E09000004,Bexley,-0.7,0.3,0.4,1.0,-0.1,0.0
E01000413,Bexley 018F,E09000004,Bexley,-0.2,0.4,-0.1,1.2,-0.2,0.3
E01000414,Bexley 016E,E09000004,Bexley,-0.6,0.3,-1.6,2.2,0.1,0.4
E01000415,Bexley 016F,E09000004,Bexley,-0.9,0.4,-0.5,0.3,-0.7,0.1
E01000416,Bexley 002A,E09000004,Bexley,-0.4,0.3,0.2,3.0,-0.2,0.0
E01000417,Bexley 006B,E09000004,Bexley,-0.4,0.3,0.2,2.0,-0.1,0.1
E01000418,Bexley 002B,E09000004,Bexley,0.4,0.3,0.2,2.6,0.4,-0.4
E01000419,Bexley 006C,E09000004,Bexley,-0.7,0.3,-0.1,0.8,-0.4,-0.2
E01000420,Bexley 006D,E09000004,Bexley,-0.1,0.3,-0.1,0.7,-0.4,-0.2
E01000421,Bexley 009D,E09000004,Bexley,-0.9,0.3,0.3,0.4,-0.8,0.0
E01000422,Bexley 002C,E09000004,Bexley,0.3,0.4,-0.1,4.5,-0.4,0.0
E01000423,Bexley 025C,E09000004,Bexley,-0.8,0.3,-0.6,-0.7,-0.3,0.3
E01000424,Bexley 026A,E09000004,Bexley,-1.4,0.2,-0.4,0.6,0.5,0.0
E01000425,Bexley 025D,E09000004,Bexley,-1.1,0.3,0.2,-0.4,-1.0,-0.4
E01000426,Bexley 026B,E09000004,Bexley,-0.6,0.3,-0.2,1.3,0.3,-0.2
E01000427,Bexley 026C,E09000004,Bexley,-0.4,0.3,0.1,1.8,0.0,-0.2
E01000428,Bexley 027D,E09000004,Bexley,0.2,0.3,0.2,2.9,0.3,0.5
E01000429,Bexley 008B,E09000004,Bexley,0.8,0.4,0.3,4.1,0.6,-0.3
E01000430,Bexley 008C,E09000004,Bexley,0.0,0.3,0.2,2.4,-0.9,-0.6
E01000431,Bexley 008D,E09000004,Bexley,0.5,0.4,0.1,3.7,0.3,-0.1
E01000432,Bexley 008E,E09000004,Bexley,0.6,0.4,-0.1,2.7,-0.1,-0.4
E01000433,Bexley 008F,E09000004,Bexley,0.3,0.4,-0.2,3.8,0.0,0.5
E01000434,Bexley 008G,E09000004,Bexley,1.2,0.5,-0.1,3.7,0.0,-0.3
E01000435,Bexley 010E,E09000004,Bexley,0.1,0.4,0.6,2.7,-0.1,0.3
E01000436,Bexley 011E,E09000004,Bexley,-0.6,0.3,-0.1,-0.4,-0.9,-0.2
E01000437,Bexley 007A,E09000004,Bexley,-0.1,0.3,0.0,0.7,-0.6,-0.2
E01000438,Bexley 007B,E09000004,Bexley,-0.1,0.3,-0.6,1.8,0.0,0.1
E01000439,Bexley 007C,E09000004,Bexley,0.5,0.4,-2.1,2.1,0.8,0.2
E01000440,Bexley 007D,E09000004,Bexley,-0.6,0.4,-0.4,-0.2,-0.3,-0.2
E01000441,Bexley 007E,E09000004,Bexley,0.5,0.4,-0.9,2.6,-0.4,0.0
E01000442,Bexley 006E,E09000004,Bexley,-0.5,0.4,0.0,1.2,-0.2,-0.4
E01000443,Bexley 024B,E09000004,Bexley,-0.3,0.3,0.5,1.5,-0.1,-0.2
E01000444,Bexley 023B,E09000004,Bexley,-1.0,0.3,0.8,-1.2,-1.1,0.1
E01000445,Bexley 024C,E09000004,Bexley,-0.7,0.3,0.2,0.3,-0.7,-0.3
E01000446,Bexley 024D,E09000004,Bexley,-0.4,0.3,-0.2,0.4,-0.2,-0.4
E01000447,Bexley 023C,E09000004,Bexley,-0.8,0.2,-0.6,1.7,0.0,0.3
E01000448,Bexley 023D,E09000004,Bexley,-1.3,0.2,0.1,-1.3,-0.8,-0.2
E01000449,Bexley 023E,E09000004,Bexley,-1.4,0.2,-0.4,0.2,-0.9,0.3
E01000450,Bexley 009E,E09000004,Bexley,-0.2,0.4,-0.1,1.8,-0.4,-0.3
E01000451,Bexley 009F,E09000004,Bexley,-0.3,0.4,-0.5,0.9,-0.4,-0.2
E01000452,Bexley 009G,E09000004,Bexley,-0.6,0.3,-0.7,0.6,-0.3,-0.2
E01000453,Bexley 013B,E09000004,Bexley,-0.4,0.4,-0.8,0.7,-0.3,-0.3
E01000454,Bexley 013C,E09000004,Bexley,-0.4,0.4,-0.5,1.7,-0.1,0.1
E01000455,Bexley 013D,E09000004,Bexley,-0.7,0.4,-0.6,0.6,-0.2,-0.1
E01000456,Bexley 013E,E09000004,Bexley,-0.6,0.3,-0.1,0.2,-0.3,-0.2
E01000457,Bexley 026D,E09000004,Bexley,-0.4,0.3,-0.7,2.4,0.5,0.1
E01000458,Bexley 027E,E09000004,Bexley,-1.6,0.2,0.0,1.2,-0.6,-0.2
E01000459,Bexley 027F,E09000004,Bexley,-0.7,0.3,-0.8,2.7,-0.3,0.0
E01000460,Bexley 022E,E09000004,Bexley,-1.3,0.3,0.0,0.0,-1.2,-0.3
E01000461,Bexley 024E,E09000004,Bexley,-1.2,0.3,0.7,-0.2,-0.8,-0.2
E01000462,Bexley 026E,E09000004,Bexley,-0.5,0.3,-0.9,2.4,0.6,-0.3
E01000463,Bexley 025E,E09000004,Bexley,-0.5,0.3,-0.3,-0.3,-0.5,-0.4
E01000464,Bexley 002D,E09000004,Bexley,0.1,0.4,-0.2,3.2,-0.6,-0.4
E01000465,Bexley 002E,E09000004,Bexley,0.2,0.4,-0.7,3.8,-1.0,-0.2
E01000466,Bexley 001A,E09000004,Bexley,-0.2,0.3,-0.3,3.5,-0.5,-0.3
E01000467,Bexley 001B,E09000004,Bexley,-0.3,0.3,-0.2,3.0,-0.3,0.0
E01000468,Bexley 001C,E09000004,Bexley,-0.8,0.2,0.9,3.3,-0.3,-0.4
E01000469,Bexley 001D,E09000004,Bexley,-0.7,0.3,0.1,3.1,-0.2,0.0
E01000470,Bexley 002F,E09000004,Bexley,0.0,0.4,-0.1,4.6,-0.5,0.0
E01032566,Bexley 029D,E09000004,Bexley,0.3,0.4,-0.2,2.3,-0.3,0.0
E01000471,Brent 026A,E09000005,Brent,-0.1,0.4,0.3,4.5,-0.6,1.2
E01000472,Brent 029A,E09000005,Brent,0.2,0.3,-0.7,5.2,1.3,1.2
E01000473,Brent 029B,E09000005,Brent,-0.1,0.4,-1.4,5.5,-0.2,1.3
E01000474,Brent 026B,E09000005,Brent,-0.1,0.4,-0.8,4.9,-0.6,0.7
E01000475,Brent 029C,E09000005,Brent,-0.6,0.3,0.2,4.9,0.1,0.8
E01000476,Brent 026C,E09000005,Brent,0.0,0.4,-0.6,4.2,-0.2,1.0
E01000477,Brent 026D,E09000005,Brent,0.2,0.4,0.2,5.2,0.2,1.3
E01000478,Brent 029D,E09000005,Brent,-0.3,0.4,-0.5,4.5,-0.2,1.6
E01000479,Brent 009A,E09000005,Brent,-0.7,0.3,-0.1,2.9,-0.8,0.9
E01000480,Brent 006A,E09000005,Brent,-0.5,0.2,-0.5,2.7,-1.0,1.2
E01000481,Brent 009B,E09000005,Brent,-0.1,0.2,0.0,5.2,0.6,1.3
E01000482,Brent 009C,E09000005,Brent,-0.2,0.3,-1.2,5.5,0.2,1.3
E01000483,Brent 009D,E09000005,Brent,-0.2,0.4,-0.6,5.2,0.2,1.2
E01000484,Brent 006B,E09000005,Brent,0.1,0.4,0.4,5.0,-0.7,0.8
E01000485,Brent 006C,E09000005,Brent,0.0,0.3,0.2,4.1,-1.1,0.6
E01000486,Brent 006D,E09000005,Brent,-0.3,0.3,0.1,3.2,-0.6,0.7
E01000487,Brent 006E,E09000005,Brent,-0.7,0.3,-0.8,4.1,0.1,0.7
E01000488,Brent 022A,E09000005,Brent,-0.3,0.3,-0.7,4.7,-0.3,1.1
E01000489,Brent 030A,E09000005,Brent,-0.5,0.2,-0.5,3.7,-0.3,1.2
E01000490,Brent 023A,E09000005,Brent,0.3,0.2,-0.8,4.2,0.4,1.4
E01000491,Brent 030B,E09000005,Brent,-0.2,0.2,-0.2,4.0,-0.2,1.1
E01000492,Brent 030C,E09000005,Brent,-0.6,0.2,-0.6,2.8,-0.4,1.3
E01000493,Brent 030D,E09000005,Brent,-0.9,0.2,-0.7,3.1,-0.5,1.0
E01000494,Brent 023B,E09000005,Brent,-0.6,0.2,-0.3,4.0,-0.4,0.9
E01000495,Brent 023C,E09000005,Brent,0.2,0.2,-0.5,4.7,0.2,1.3
E01000497,Brent 011A,E09000005,Brent,-0.4,0.3,-1.3,4.4,-0.8,1.2
E01000498,Brent 010B,E09000005,Brent,0.3,0.4,-0.7,4.8,0.0,0.8
E01000499,Brent 011B,E09000005,Brent,-0.1,0.4,-1.0,4.8,0.1,1.3
E01000501,Brent 011C,E09000005,Brent,0.3,0.3,-0.5,5.0,-0.7,0.8
E01000502,Brent 011D,E09000005,Brent,0.3,0.3,-0.1,4.4,-0.6,1.2
E01000503,Brent 011E,E09000005,Brent,0.0,0.3,-0.6,4.1,-0.1,0.8
E01000504,Brent 018A,E09000005,Brent,-0.2,0.2,-0.3,3.7,0.1,1.0
E01000505,Brent 018B,E09000005,Brent,-0.4,0.3,-0.3,4.4,-0.7,0.9
E01000506,Brent 014A,E09000005,Brent,0.1,0.3,-0.5,5.4,0.5,1.5
E01000507,Brent 018C,E09000005,Brent,-0.1,0.3,-0.2,3.9,-0.8,1.1
E01000508,Brent 025A,E09000005,Brent,0.3,0.4,-0.6,5.3,0.6,1.4
E01000509,Brent 014B,E09000005,Brent,0.1,0.4,-0.3,4.7,-0.1,1.2
E01000510,Brent 014C,E09000005,Brent,-0.1,0.3,-1.0,4.8,-0.1,1.6
E01000511,Brent 014D,E09000005,Brent,0.1,0.3,-1.0,4.8,0.3,1.9
E01000512,Brent 018D,E09000005,Brent,0.0,0.2,-0.2,3.8,0.4,1.3
E01000513,Brent 002A,E09000005,Brent,-0.2,0.4,-0.7,3.8,-0.4,1.0
E01000514,Brent 002B,E09000005,Brent,-0.8,0.3,-0.3,3.7,-0.1,0.5
E01000515,Brent 003A,E09000005,Brent,0.1,0.3,-0.8,5.0,-0.3,1.4
E01000516,Brent 002C,E09000005,Brent,-0.5,0.3,-1.1,4.2,0.0,1.0
E01000517,Brent 003B,E09000005,Brent,-0.8,0.3,-0.6,3.5,0.1,0.9
E01000518,Brent 005A,E09000005,Brent,-0.3,0.3,-1.0,4.2,0.0,1.0
E01000519,Brent 005B,E09000005,Brent,-0.1,0.3,-1.3,4.8,-0.1,0.7
E01000520,Brent 002D,E09000005,Brent,-0.4,0.3,-0.3,4.1,0.1,0.9
E01000521,Brent 025B,E09000005,Brent,0.8,0.4,-1.8,6.1,0.8,1.9
E01000522,Brent 025C,E09000005,Brent,0.3,0.4,-1.0,5.0,0.0,0.8
E01000523,Brent 031A,E09000005,Brent,1.0,0.4,-1.3,5.3,0.6,1.4
E01000524,Brent 031B,E09000005,Brent,0.5,0.4,-1.0,5.9,0.7,1.9
E01000525,Brent 031C,E09000005,Brent,0.1,0.4,-1.2,5.6,0.2,1.6
E01000526,Brent 025D,E09000005,Brent,0.2,0.4,-1.9,5.2,-0.6,1.2
E01000527,Brent 025E,E09000005,Brent,0.2,0.4,-1.0,5.2,0.6,1.0
E01000528,Brent 025F,E09000005,Brent,0.2,0.4,-1.4,5.5,-0.6,1.6
E01000530,Brent 033A,E09000005,Brent,-0.6,0.2,-1.1,3.4,0.1,1.1
E01000531,Brent 033B,E09000005,Brent,0.0,0.3,-1.3,5.0,0.8,1.2
E01000532,Brent 033C,E09000005,Brent,0.0,0.2,-1.0,4.2,0.1,1.7
E01000533,Brent 031E,E09000005,Brent,0.2,0.4,-1.1,5.7,0.4,1.5
E01000534,Brent 033D,E09000005,Brent,-0.2,0.3,-0.7,3.7,0.3,1.1
E01000535,Brent 031F,E09000005,Brent,0.3,0.3,-1.3,4.6,1.0,1.5
E01000536,Brent 004A,E09000005,Brent,-0.8,0.2,-0.4,3.1,-0.4,0.9
E01000538,Brent 004B,E09000005,Brent,-1.2,0.2,0.2,1.9,-0.5,0.4
E01000539,Brent 004C,E09000005,Brent,-1.1,0.2,-0.2,2.9,-0.5,0.5
E01000540,Brent 004D,E09000005,Brent,-0.9,0.2,0.0,2.2,-0.8,0.5
E01000541,Brent 004E,E09000005,Brent,-1.2,0.2,0.0,4.0,-0.2,0.7
E01000543,Brent 003E,E09000005,Brent,-0.6,0.3,-0.2,4.2,-0.2,1.1
E01000544,Brent 034A,E09000005,Brent,-0.1,0.3,-1.3,5.7,0.6,1.3
E01000545,Brent 028A,E09000005,Brent,-0.1,0.2,-1.3,4.3,0.9,1.4
E01000546,Brent 028B,E09000005,Brent,-0.5,0.2,-1.6,4.1,0.7,1.3
E01000547,Brent 028C,E09000005,Brent,-0.5,0.2,-1.2,3.7,0.3,1.2
E01000548,Brent 028D,E09000005,Brent,0.3,0.2,-0.9,5.2,0.2,1.9
